000001;1;1;0;2000
000001;2;7;305;0
000001;3;10;10;0
000001;4;11;15;0
000001;5;12;185;150
000001;6;13;15;0
000001;7;15;3305;15
000001;8;16;15;0
000001;9;17;15;0
000001;10;12;245;150
000001;11;13;15;0
000001;12;14;15;0
000001;13;19;15;0
000001;14;20;10;0
000001;15;20;15;0
000001;16;22;120;15
000001;17;22;200;15
000001;18;20;10;0
000001;19;20;15;0
000001;20;29;310;0
000001;21;33;3005;600
000001;22;37;900;1800
000001;23;35;0;600
000002;1;1;0;2000
000002;2;7;305;0
000002;3;10;20;0
000002;4;8;20;0
000002;5;9;145;20
000002;6;8;30;0
000002;7;10;15;0
000002;8;11;10;0
000002;9;11;15;0
000002;10;12;125;150
000002;11;13;10;0
000002;12;14;10;0
000002;13;15;4205;15
000002;14;16;15;0
000002;15;17;15;0
000002;16;19;30;0
000002;17;19;35;0
000002;18;20;30;0
000002;19;20;35;0
000002;20;27;1205;180
000002;21;28;15;0
000002;22;28;20;0
000002;23;25;5;0
000002;24;25;20;0
000002;25;26;545;120
000002;26;25;5;0
000002;27;25;20;0
000002;28;29;15;0
000002;29;29;20;0
000002;30;31;1085;600
000002;31;37;1500;1800
000002;32;35;0;600
000003;1;1;0;2000
000003;2;7;245;0
000003;3;10;15;0
000003;4;11;15;0
000003;5;12;65;150
000003;6;13;10;0
000003;7;8;15;0
000003;8;9;245;20
000003;9;8;15;0
000003;10;10;10;0
000003;11;12;65;150
000003;12;15;2105;15
000003;13;16;10;0
000003;14;17;10;0
000003;15;19;15;0
000003;16;20;15;0
000003;17;24;305;120
000003;18;25;15;0
000003;19;29;15;0
000003;20;32;605;600
000003;21;35;0;600
000004;1;1;0;2000
000004;2;7;310;0
000004;3;10;20;0
000004;4;8;15;0
000004;5;9;190;20
000004;6;8;35;0
000004;7;10;10;0
000004;8;12;65;150
000004;9;13;15;0
000004;10;15;1805;15
000004;11;16;15;0
000004;12;17;15;0
000004;13;19;15;0
000004;14;20;15;0
000004;15;24;305;120
000004;16;25;15;0
000004;17;29;35;0
000004;18;32;305;600
000004;19;35;0;600
000005;1;1;0;2000
000005;2;2;605;200
000005;3;4;125;30
000005;4;5;20;0
000005;5;6;30;0
000005;6;12;15;150
000005;7;14;15;0
000005;8;20;15;0
000005;9;29;15;0
000005;10;35;0;600
000006;1;1;0;2000
000006;2;7;310;0
000006;3;10;20;0
000006;4;11;20;0
000006;5;12;65;150
000006;6;13;15;0
000006;7;14;15;0
000006;8;15;3605;15
000006;9;16;15;0
000006;10;17;15;0
000006;11;19;15;0
000006;12;20;15;0
000006;13;27;1205;180
000006;14;28;35;0
000006;15;25;15;0
000006;16;26;905;120
000006;17;25;15;0
000006;18;29;15;0
000006;19;31;1205;600
000006;20;35;0;600
000007;1;1;0;2000
000007;2;7;310;0
000007;3;10;20;0
000007;4;8;20;0
000007;5;9;65;20
000007;6;8;35;0
000007;7;10;15;0
000007;8;11;15;0
000007;9;12;65;150
000007;10;13;15;0
000007;11;14;15;0
000007;12;15;3605;15
000007;13;16;15;0
000007;14;17;15;0
000007;15;19;15;0
000007;16;20;15;0
000007;17;27;1205;180
000007;18;28;35;0
000007;19;25;15;0
000007;20;26;725;120
000007;21;25;15;0
000007;22;29;15;0
000007;23;31;1205;600
000007;24;35;0;600
000008;1;1;0;2000
000008;2;2;300;200
000008;3;4;485;30
000008;4;5;15;0
000008;5;6;30;0
000008;6;12;65;150
000008;7;13;10;0
000008;8;14;10;0
000008;9;15;2405;15
000008;10;16;15;0
000008;11;17;15;0
000008;12;19;10;0
000008;13;19;15;0
000008;14;20;10;0
000008;15;27;1205;180
000008;16;28;35;0
000008;17;25;15;0
000008;18;26;605;120
000008;19;25;15;0
000008;20;29;15;0
000008;21;31;905;600
000008;22;37;600;1800
000008;23;35;0;600
000009;1;1;0;2000
000009;2;3;180;30
